etag,cow_id,stock_group,lact,bdat,inventory_lact,in_anchor_inventory
UK752261310024,877,youngstock,0,2023-02-08,None,False
UK752261310031,310031,youngstock,0,2023-02-11,None,False
UK752261310038,310038,youngstock,0,2023-02-16,1,True
UK752261310045,855,youngstock,0,2023-02-19,None,False
UK752261310059,890,youngstock,0,2023-03-04,None,False
UK752261310066,310066,youngstock,0,2023-03-07,None,False
UK752261310073,310073,youngstock,0,2023-03-09,None,False
UK752261310080,310080,youngstock,0,2023-03-12,None,False
UK752261310087,310087,youngstock,0,2023-03-15,None,False
UK752261310094,310094,youngstock,0,2023-03-19,None,False
UK752261310101,310101,youngstock,0,2023-03-21,None,False
UK752261310108,310108,youngstock,0,2023-03-25,None,False
UK752261310122,310122,youngstock,0,2023-04-04,None,False
UK752261310136,310136,youngstock,0,2023-04-15,1,True
UK752261310143,310143,youngstock,0,2023-04-20,1,True
UK752261310150,310150,youngstock,0,2023-04-23,None,False
UK752261310157,310157,youngstock,0,2023-04-26,2,True
UK752261310164,310164,youngstock,0,2023-04-30,2,True
UK752261310171,310171,youngstock,0,2023-05-04,None,False
UK752261310178,310178,youngstock,0,2023-05-12,1,True
UK752261310192,310192,youngstock,0,2023-05-21,1,True
UK752261310206,310206,youngstock,0,2023-05-29,1,True
UK752261310213,310213,youngstock,0,2023-05-31,None,False
UK752261310220,310220,youngstock,0,2023-06-05,None,False
UK752261310227,310227,youngstock,0,2023-06-06,None,False
UK752261310234,310234,youngstock,0,2023-06-08,1,True
UK752261310241,310241,youngstock,0,2023-06-10,1,True
UK752261310255,310255,youngstock,0,2023-06-17,2,True
UK752261310269,310269,youngstock,0,2023-06-25,None,False
UK752261310276,310276,youngstock,0,2023-07-01,None,False
UK752261310283,310283,youngstock,0,2023-07-07,1,True
UK752261310290,310290,youngstock,0,2023-07-10,2,True
UK752261310297,310297,youngstock,0,2023-07-19,None,False
UK752261310304,310304,youngstock,0,2023-07-22,1,True
UK752261310311,310311,youngstock,0,2023-07-24,1,True
UK752261310318,310318,youngstock,0,2023-07-27,1,True
UK752261310325,310325,youngstock,0,2023-07-30,None,False
UK752261310332,310332,youngstock,0,2023-08-03,1,True
UK752261310339,310339,youngstock,0,2023-08-06,1,True
UK752261310353,310353,youngstock,0,2023-08-12,None,False
UK752261310360,310360,youngstock,0,2023-08-13,None,False
UK752261310367,310367,youngstock,0,2023-08-15,1,True
UK752261310374,310374,youngstock,0,2023-08-17,None,False
UK752261310381,310381,youngstock,0,2023-08-19,None,False
UK752261310388,310388,youngstock,0,2023-08-20,1,True
UK752261310395,310395,youngstock,0,2023-08-23,None,False
UK752261310402,310402,youngstock,0,2023-08-26,1,True
UK752261310409,310409,youngstock,0,2023-08-27,None,False
UK752261310416,310416,youngstock,0,2023-08-30,None,False
UK752261310423,310423,youngstock,0,2023-09-05,None,False
UK752261310437,310437,youngstock,0,2023-09-13,None,False
UK752261310444,310444,youngstock,0,2023-09-15,1,True
UK752261310451,310451,youngstock,0,2023-09-18,None,False
UK752261310458,310458,youngstock,0,2023-09-25,None,False
UK752261310465,310465,youngstock,0,2023-09-27,1,True
UK752261310472,310472,youngstock,0,2023-10-02,1,True
UK752261310479,310479,youngstock,0,2023-10-06,1,True
UK752261310486,310486,youngstock,0,2023-10-09,1,True
UK752261310493,310493,youngstock,0,2023-10-16,None,False
UK752261310500,310500,youngstock,0,2023-10-18,None,False
UK752261310605,310605,youngstock,0,2023-10-21,None,False
UK752261310612,310612,youngstock,0,2023-10-23,None,False
UK752261310619,310619,youngstock,0,2023-10-25,None,False
UK752261310626,310626,youngstock,0,2023-10-29,1,True
UK752261310633,310633,youngstock,0,2023-11-01,1,True
UK752261310640,310640,youngstock,0,2023-11-02,None,False
UK752261310647,310647,youngstock,0,2023-11-05,1,True
UK752261310654,310654,youngstock,0,2023-11-06,None,False
UK752261310661,310661,youngstock,0,2023-11-08,1,True
UK752261310668,310668,youngstock,0,2023-11-11,None,False
UK752261310675,310675,youngstock,0,2023-11-13,1,True
UK752261310682,310682,youngstock,0,2023-11-16,1,True
UK752261310689,310689,youngstock,0,2023-11-21,None,False
UK752261310696,310696,youngstock,0,2023-11-25,None,False
UK752261310703,310703,youngstock,0,2023-11-28,1,True
UK752261310710,310710,youngstock,0,2023-11-30,1,True
UK752261310717,310717,youngstock,0,2023-12-05,None,False
UK752261310724,310724,youngstock,0,2023-12-09,1,True
UK752261310731,310731,youngstock,0,2023-12-12,1,True
UK752261310738,310738,youngstock,0,2023-12-14,1,True
UK752261310745,310745,youngstock,0,2023-12-17,None,False
UK752261310752,310752,youngstock,0,2023-12-20,1,True
UK752261310759,310759,youngstock,0,2023-12-23,None,False
UK752261310766,310766,youngstock,0,2023-12-25,1,True
UK752261310773,310773,youngstock,0,2023-12-29,1,True
UK752261310780,310780,youngstock,0,2024-01-01,1,True
UK752261310787,310787,youngstock,0,2024-01-04,1,True
UK752261310794,310794,youngstock,0,2024-01-08,1,True
UK752261310906,310906,youngstock,0,2024-01-11,1,True
UK752261310913,310913,youngstock,0,2024-01-13,1,True
UK752261310920,310920,youngstock,0,2024-01-20,1,True
UK752261310927,310927,youngstock,0,2024-01-25,1,True
UK752261310934,310934,youngstock,0,2024-01-28,None,False
UK752261310941,310941,youngstock,0,2024-01-31,None,False
UK752261310948,310948,youngstock,0,2024-02-02,1,True
UK752261310955,310955,youngstock,0,2024-02-06,1,True
UK752261310962,310962,youngstock,0,2024-02-09,1,True
UK752261310969,310969,youngstock,0,2024-02-11,1,True
UK752261310976,310976,youngstock,0,2024-02-15,1,True
UK752261310983,310983,youngstock,0,2024-02-18,1,True
UK752261310990,310990,youngstock,0,2024-02-22,None,False
UK752261310997,310997,youngstock,0,2024-02-26,1,True
UK752261311004,311004,youngstock,0,2024-02-28,1,True
UK752261311011,311011,youngstock,0,2024-03-05,1,True
UK752261311018,311018,youngstock,0,2024-03-11,1,True
UK752261311025,311025,youngstock,0,2024-03-18,1,True
UK752261311032,311032,youngstock,0,2024-03-28,1,True
UK752261311039,311039,youngstock,0,2024-03-30,1,True
UK752261311046,311046,youngstock,0,2024-04-04,1,True
UK752261311067,311067,youngstock,0,2024-04-17,0,True
UK752261311074,311074,youngstock,0,2024-04-21,1,True
UK752261311088,311088,youngstock,0,2024-04-29,1,True
UK752261311095,311095,youngstock,0,2024-05-01,1,True
UK752261311207,311207,youngstock,0,2024-05-06,None,False
UK752261311214,311214,youngstock,0,2024-05-09,0,True
UK752261311221,311221,youngstock,0,2024-05-11,1,True
UK752261311228,311228,youngstock,0,2024-05-14,1,True
UK752261311235,311235,youngstock,0,2024-05-18,None,False
UK752261311249,311249,youngstock,0,2024-05-29,1,True
UK752261311263,311263,youngstock,0,2024-06-06,1,True
UK752261311284,311284,youngstock,0,2024-06-22,None,False
UK752261311319,311319,youngstock,0,2024-07-15,0,True
UK752261311340,311340,youngstock,0,2024-07-24,None,False
UK752261311368,311368,youngstock,0,2024-08-05,0,True
UK752261311382,311382,youngstock,0,2024-08-10,0,True
UK752261311389,311389,youngstock,0,2024-08-14,None,False
UK752261311396,311396,youngstock,0,2024-08-16,0,True
UK752261311403,311403,youngstock,0,2024-08-18,0,True
UK752261311410,311410,youngstock,0,2024-08-24,0,True
UK752261311417,311417,youngstock,0,2024-08-26,None,False
UK752261311424,311424,youngstock,0,2024-09-01,0,True
UK752261311431,311431,youngstock,0,2024-09-04,0,True
UK752261311438,311438,youngstock,0,2024-09-10,None,False
UK752261311445,311445,youngstock,0,2024-09-15,0,True
UK752261311452,311452,youngstock,0,2024-09-18,0,True
UK752261311459,311459,youngstock,0,2024-09-20,0,True
UK752261311466,311466,youngstock,0,2024-09-24,0,True
UK752261311473,311473,youngstock,0,2024-09-25,0,True
UK752261311480,311480,youngstock,0,2024-09-27,0,True
UK752261311487,311487,youngstock,0,2024-10-01,0,True
UK752261311494,311494,youngstock,0,2024-10-02,0,True
UK752261311606,311606,youngstock,0,2024-10-07,0,True
UK752261311613,311613,youngstock,0,2024-10-11,0,True
UK752261311620,311620,youngstock,0,2024-10-13,0,True
UK752261311627,311627,youngstock,0,2024-10-15,0,True
UK752261311634,311634,youngstock,0,2024-10-17,0,True
UK752261311641,311641,youngstock,0,2024-10-19,0,True
UK752261311648,311648,youngstock,0,2024-10-25,0,True
UK752261311655,311655,youngstock,0,2024-10-29,0,True
UK752261311662,311662,youngstock,0,2024-11-02,0,True
UK752261311669,311669,youngstock,0,2024-11-03,0,True
UK752261311676,311676,youngstock,0,2024-11-06,0,True
UK752261311683,311683,youngstock,0,2024-11-09,None,False
UK752261311690,311690,youngstock,0,2024-11-13,0,True
UK752261311697,311697,youngstock,0,2024-11-17,0,True
UK752261311704,311704,youngstock,0,2024-11-22,0,True
UK752261311711,311711,youngstock,0,2024-11-25,0,True
UK752261311718,311718,youngstock,0,2024-11-27,0,True
UK752261311725,311725,youngstock,0,2024-12-01,0,True
UK752261311732,311732,youngstock,0,2024-12-07,None,False
UK752261311739,311739,youngstock,0,2024-12-09,0,True
UK752261311746,311746,youngstock,0,2024-12-14,None,False
UK752261311753,311753,youngstock,0,2024-12-18,0,True
UK752261311760,311760,youngstock,0,2024-12-21,0,True
UK752261311767,311767,youngstock,0,2024-12-25,0,True
UK752261311774,311774,youngstock,0,2024-12-29,0,True
UK752261409059,496,youngstock,0,2022-01-11,None,False
UK752261409360,287,youngstock,0,2022-03-15,None,False
UK752261409388,208,youngstock,0,2022-04-08,None,False
UK752261409430,409430,youngstock,0,2022-05-25,3,True
UK752261409773,815,youngstock,0,2022-11-13,2,True
UK752261409948,291,youngstock,0,2022-12-25,2,True
UK752261409962,844,youngstock,0,2022-12-30,None,False
UK752261410011,83,youngstock,0,2023-01-31,None,False
UK752261410018,316,youngstock,0,2023-02-04,None,False
UK752261410032,410032,youngstock,0,2023-02-13,1,True
UK752261410039,811,youngstock,0,2023-02-16,None,False
UK752261410046,410046,youngstock,0,2023-02-19,None,False
UK752261410053,410053,youngstock,0,2023-02-25,None,False
UK752261410060,947,youngstock,0,2023-03-04,None,False
UK752261410067,410067,youngstock,0,2023-03-07,None,False
UK752261410074,410074,youngstock,0,2023-03-10,None,False
UK752261410081,410081,youngstock,0,2023-03-12,1,True
UK752261410088,410088,youngstock,0,2023-03-15,None,False
UK752261410095,410095,youngstock,0,2023-03-19,None,False
UK752261410102,410102,youngstock,0,2023-03-21,None,False
UK752261410109,410109,youngstock,0,2023-03-25,None,False
UK752261410116,410116,youngstock,0,2023-03-29,2,True
UK752261410137,410137,youngstock,0,2023-04-15,None,False
UK752261410144,410144,youngstock,0,2023-04-21,None,False
UK752261410151,410151,youngstock,0,2023-04-23,1,True
UK752261410158,410158,youngstock,0,2023-04-26,None,False
UK752261410165,410165,youngstock,0,2023-04-30,None,False
UK752261410172,410172,youngstock,0,2023-05-04,1,True
UK752261410179,410179,youngstock,0,2023-05-12,None,False
UK752261410193,410193,youngstock,0,2023-05-21,1,True
UK752261410200,410200,youngstock,0,2023-05-27,1,True
UK752261410207,410207,youngstock,0,2023-05-29,None,False
UK752261410214,410214,youngstock,0,2023-06-01,None,False
UK752261410221,410221,youngstock,0,2023-06-03,1,True
UK752261410228,410228,youngstock,0,2023-06-06,2,True
UK752261410235,410235,youngstock,0,2023-06-08,None,False
UK752261410242,410242,youngstock,0,2023-06-10,None,False
UK752261410249,410249,youngstock,0,2023-06-12,1,True
UK752261410256,410256,youngstock,0,2023-06-17,1,True
UK752261410263,410263,youngstock,0,2023-06-24,2,True
UK752261410270,410270,youngstock,0,2023-06-25,1,True
UK752261410277,410277,youngstock,0,2023-07-01,1,True
UK752261410284,410284,youngstock,0,2023-07-07,None,False
UK752261410291,410291,youngstock,0,2023-07-13,None,False
UK752261410305,410305,youngstock,0,2023-07-22,1,True
UK752261410312,410312,youngstock,0,2023-07-26,None,False
UK752261410319,410319,youngstock,0,2023-07-27,None,False
UK752261410326,410326,youngstock,0,2023-07-30,None,False
UK752261410333,410333,youngstock,0,2023-08-04,1,True
UK752261410340,410340,youngstock,0,2023-08-07,1,True
UK752261410347,410347,youngstock,0,2023-08-11,1,True
UK752261410354,410354,youngstock,0,2023-08-12,1,True
UK752261410361,410361,youngstock,0,2023-08-14,None,False
UK752261410368,410368,youngstock,0,2023-08-15,1,True
UK752261410375,410375,youngstock,0,2023-08-17,1,True
UK752261410382,410382,youngstock,0,2023-08-20,None,False
UK752261410389,410389,youngstock,0,2023-08-21,None,False
UK752261410396,410396,youngstock,0,2023-08-23,1,True
UK752261410403,410403,youngstock,0,2023-08-26,None,False
UK752261410410,410410,youngstock,0,2023-08-27,None,False
UK752261410417,410417,youngstock,0,2023-09-01,1,True
UK752261410424,410424,youngstock,0,2023-09-06,1,True
UK752261410431,410431,youngstock,0,2023-09-09,1,True
UK752261410438,410438,youngstock,0,2023-09-13,1,True
UK752261410452,410452,youngstock,0,2023-09-20,1,True
UK752261410459,410459,youngstock,0,2023-09-26,None,False
UK752261410466,410466,youngstock,0,2023-09-28,None,False
UK752261410473,410473,youngstock,0,2023-10-03,1,True
UK752261410480,410480,youngstock,0,2023-10-07,None,False
UK752261410487,410487,youngstock,0,2023-10-10,1,True
UK752261410494,410494,youngstock,0,2023-10-16,None,False
UK752261410606,410606,youngstock,0,2023-10-21,1,True
UK752261410613,410613,youngstock,0,2023-10-23,1,True
UK752261410620,410620,youngstock,0,2023-10-26,1,True
UK752261410627,410627,youngstock,0,2023-10-29,1,True
UK752261410634,410634,youngstock,0,2023-11-01,1,True
UK752261410641,410641,youngstock,0,2023-11-02,1,True
UK752261410648,410648,youngstock,0,2023-11-05,1,True
UK752261410655,410655,youngstock,0,2023-11-06,1,True
UK752261410662,410662,youngstock,0,2023-11-08,None,False
UK752261410669,410669,youngstock,0,2023-11-11,None,False
UK752261410676,410676,youngstock,0,2023-11-13,1,True
UK752261410683,410683,youngstock,0,2023-11-17,1,True
UK752261410690,410690,youngstock,0,2023-11-22,None,False
UK752261410697,410697,youngstock,0,2023-11-25,None,False
UK752261410704,410704,youngstock,0,2023-11-28,1,True
UK752261410711,410711,youngstock,0,2023-12-01,None,False
UK752261410718,410718,youngstock,0,2023-12-05,None,False
UK752261410725,410725,youngstock,0,2023-12-09,1,True
UK752261410732,410732,youngstock,0,2023-12-12,1,True
UK752261410739,410739,youngstock,0,2023-12-14,1,True
UK752261410746,410746,youngstock,0,2023-12-17,None,False
UK752261410753,410753,youngstock,0,2023-12-20,1,True
UK752261410767,410767,youngstock,0,2023-12-27,1,True
UK752261410774,410774,youngstock,0,2023-12-29,1,True
UK752261410781,410781,youngstock,0,2024-01-01,1,True
UK752261410788,410788,youngstock,0,2024-01-04,None,False
UK752261410795,410795,youngstock,0,2024-01-08,1,True
UK752261410907,410907,youngstock,0,2024-01-12,1,True
UK752261410914,410914,youngstock,0,2024-01-14,1,True
UK752261410921,410921,youngstock,0,2024-01-20,1,True
UK752261410928,410928,youngstock,0,2024-01-26,None,False
UK752261410935,410935,youngstock,0,2024-01-28,1,True
UK752261410942,410942,youngstock,0,2024-01-30,1,True
UK752261410949,410949,youngstock,0,2024-02-14,1,True
UK752261410956,410956,youngstock,0,2024-02-07,1,True
UK752261410963,410963,youngstock,0,2024-02-09,1,True
UK752261410970,410970,youngstock,0,2024-02-12,1,True
UK752261410977,410977,youngstock,0,2024-02-15,0,True
UK752261410984,410984,youngstock,0,2024-02-18,1,True
UK752261410991,410991,youngstock,0,2024-02-22,1,True
UK752261410998,410998,youngstock,0,2024-02-27,None,False
UK752261411005,411005,youngstock,0,2024-02-29,1,True
UK752261411012,411012,youngstock,0,2024-03-07,1,True
UK752261411019,411019,youngstock,0,2024-03-15,1,True
UK752261411026,411026,youngstock,0,2024-03-19,1,True
UK752261411033,411033,youngstock,0,2024-03-28,1,True
UK752261411047,411047,youngstock,0,2024-04-04,1,True
UK752261411054,411054,youngstock,0,2024-04-08,1,True
UK752261411061,411061,youngstock,0,2024-04-12,1,True
UK752261411068,411068,youngstock,0,2024-04-14,1,True
UK752261411075,411075,youngstock,0,2024-04-21,1,True
UK752261411082,411082,youngstock,0,2024-04-26,None,False
UK752261411089,411089,youngstock,0,2024-04-30,None,False
UK752261411096,411096,youngstock,0,2024-05-01,1,True
UK752261411201,411201,youngstock,0,2024-05-04,1,True
UK752261411208,411208,youngstock,0,2024-05-07,1,True
UK752261411215,411215,youngstock,0,2024-05-09,0,True
UK752261411222,411222,youngstock,0,2024-05-11,None,False
UK752261411229,411229,youngstock,0,2024-05-14,1,True
UK752261411236,411236,youngstock,0,2024-05-19,None,False
UK752261411250,411250,youngstock,0,2024-05-30,0,True
UK752261411257,411257,youngstock,0,2024-06-04,1,True
UK752261411271,411271,youngstock,0,2024-06-13,0,True
UK752261411341,411341,youngstock,0,2024-07-24,None,False
UK752261411348,411348,youngstock,0,2024-07-28,0,True
UK752261411369,411369,youngstock,0,2024-08-06,0,True
UK752261411376,411376,youngstock,0,2024-08-07,0,True
UK752261411383,411383,youngstock,0,2024-08-11,None,False
UK752261411397,411397,youngstock,0,2024-08-16,0,True
UK752261411404,411404,youngstock,0,2024-08-18,0,True
UK752261411411,411411,youngstock,0,2024-08-24,0,True
UK752261411418,411418,youngstock,0,2024-08-27,0,True
UK752261411425,411425,youngstock,0,2024-09-02,0,True
UK752261411439,411439,youngstock,0,2024-09-12,0,True
UK752261411446,411446,youngstock,0,2024-09-16,0,True
UK752261411453,411453,youngstock,0,2024-09-18,0,True
UK752261411460,411460,youngstock,0,2024-09-20,0,True
UK752261411467,411467,youngstock,0,2024-09-24,0,True
UK752261411474,411474,youngstock,0,2024-09-25,0,True
UK752261411481,411481,youngstock,0,2024-09-28,0,True
UK752261411488,411488,youngstock,0,2024-10-01,0,True
UK752261411495,411495,youngstock,0,2024-10-02,0,True
UK752261411607,411607,youngstock,0,2024-10-07,0,True
UK752261411614,411614,youngstock,0,2024-10-11,0,True
UK752261411621,411621,youngstock,0,2024-10-13,0,True
UK752261411628,411628,youngstock,0,2024-10-15,0,True
UK752261411635,411635,youngstock,0,2024-10-17,0,True
UK752261411642,411642,youngstock,0,2024-10-20,0,True
UK752261411649,411649,youngstock,0,2024-10-25,None,False
UK752261411656,411656,youngstock,0,2024-10-30,0,True
UK752261411663,411663,youngstock,0,2024-11-02,0,True
UK752261411670,411670,youngstock,0,2024-11-03,0,True
UK752261411677,411677,youngstock,0,2024-11-06,0,True
UK752261411684,411684,youngstock,0,2024-11-09,0,True
UK752261411691,411691,youngstock,0,2024-11-13,0,True
UK752261411698,411698,youngstock,0,2024-11-17,0,True
UK752261411705,411705,youngstock,0,2024-11-22,0,True
UK752261411712,411712,youngstock,0,2024-11-26,0,True
UK752261411719,411719,youngstock,0,2024-11-27,0,True
UK752261411726,411726,youngstock,0,2024-12-02,0,True
UK752261411733,411733,youngstock,0,2024-12-07,0,True
UK752261411740,411740,youngstock,0,2024-12-09,None,False
UK752261411747,411747,youngstock,0,2024-12-15,0,True
UK752261411754,411754,youngstock,0,2024-12-18,0,True
UK752261411761,411761,youngstock,0,2024-12-22,0,True
UK752261411768,411768,youngstock,0,2024-12-27,0,True
UK752261411775,411775,youngstock,0,2024-12-30,None,False
UK752261508843,159,youngstock,0,2021-11-18,None,False
UK752261509354,509354,youngstock,0,2022-03-08,3,True
UK752261509382,722,youngstock,0,2022-04-01,None,False
UK752261509396,509396,youngstock,0,2022-04-19,3,True
UK752261509403,849,youngstock,0,2022-04-26,None,False
UK752261509641,144,youngstock,1,2022-08-11,None,False
UK752261509760,593,youngstock,0,2022-11-07,None,False
UK752261509935,358,youngstock,0,2022-12-19,None,False
UK752261509977,509977,youngstock,0,2023-01-06,1,True
UK752261509984,163,youngstock,0,2023-01-09,2,True
UK752261510005,510005,youngstock,0,2023-01-28,None,False
UK752261510012,510012,youngstock,0,2023-02-02,None,False
UK752261510019,342,youngstock,0,2023-02-04,None,False
UK752261510033,506,youngstock,0,2023-02-13,None,False
UK752261510040,510040,youngstock,0,2023-02-16,None,False
UK752261510047,720,youngstock,0,2023-02-20,None,False
UK752261510054,631,youngstock,0,2023-02-26,2,True
UK752261510061,510061,youngstock,0,2023-03-04,2,True
UK752261510068,510068,youngstock,0,2023-03-08,None,False
UK752261510075,510075,youngstock,0,2023-03-11,2,True
UK752261510082,510082,youngstock,0,2023-03-12,None,False
UK752261510089,510089,youngstock,0,2023-03-16,2,True
UK752261510096,510096,youngstock,0,2023-03-19,None,False
UK752261510103,510103,youngstock,0,2023-03-22,None,False
UK752261510110,510110,youngstock,0,2023-03-25,1,True
UK752261510124,510124,youngstock,0,2023-04-05,None,False
UK752261510131,510131,youngstock,0,2023-04-11,2,True
UK752261510138,510138,youngstock,0,2023-04-16,None,False
UK752261510152,510152,youngstock,0,2023-04-23,None,False
UK752261510159,510159,youngstock,0,2023-04-28,None,False
UK752261510173,510173,youngstock,0,2023-05-07,None,False
UK752261510180,510180,youngstock,0,2023-05-13,None,False
UK752261510187,510187,youngstock,0,2023-05-16,None,False
UK752261510194,510194,youngstock,0,2023-05-21,2,True
UK752261510208,510208,youngstock,0,2023-05-30,1,True
UK752261510215,510215,youngstock,0,2023-06-01,1,True
UK752261510222,510222,youngstock,0,2023-06-05,2,True
UK752261510229,510229,youngstock,0,2023-06-06,2,True
UK752261510236,510236,youngstock,0,2023-06-08,None,False
UK752261510243,510243,youngstock,0,2023-06-10,1,True
UK752261510250,510250,youngstock,0,2023-06-14,None,False
UK752261510257,510257,youngstock,0,2023-06-18,None,False
UK752261510264,510264,youngstock,0,2023-06-24,None,False
UK752261510278,510278,youngstock,0,2023-07-02,1,True
UK752261510285,510285,youngstock,0,2023-07-08,None,False
UK752261510299,510299,youngstock,0,2023-07-19,1,True
UK752261510306,510306,youngstock,0,2023-07-22,1,True
UK752261510313,510313,youngstock,0,2023-07-26,None,False
UK752261510320,510320,youngstock,0,2023-07-27,None,False
UK752261510327,510327,youngstock,0,2023-07-30,None,False
UK752261510334,510334,youngstock,0,2023-08-04,1,True
UK752261510341,510341,youngstock,0,2023-08-07,None,False
UK752261510348,510348,youngstock,0,2023-08-12,None,False
UK752261510355,510355,youngstock,0,2023-08-13,1,True
UK752261510362,510362,youngstock,0,2023-08-14,None,False
UK752261510376,510376,youngstock,0,2023-08-17,None,False
UK752261510383,510383,youngstock,0,2023-08-20,1,True
UK752261510390,510390,youngstock,0,2023-08-21,1,True
UK752261510397,510397,youngstock,0,2023-08-24,1,True
UK752261510404,510404,youngstock,0,2023-08-27,1,True
UK752261510411,510411,youngstock,0,2023-08-27,1,True
UK752261510418,510418,youngstock,0,2023-09-01,1,True
UK752261510425,510425,youngstock,0,2023-09-06,None,False
UK752261510432,510432,youngstock,0,2023-09-09,1,True
UK752261510439,510439,youngstock,0,2023-09-13,1,True
UK752261510446,510446,youngstock,0,2023-09-16,None,False
UK752261510453,510453,youngstock,0,2023-09-20,1,True
UK752261510460,510460,youngstock,0,2023-09-26,1,True
UK752261510467,510467,youngstock,0,2023-09-29,None,False
UK752261510474,510474,youngstock,0,2023-10-04,None,False
UK752261510481,510481,youngstock,0,2023-10-07,None,False
UK752261510488,510488,youngstock,0,2023-10-11,None,False
UK752261510495,510495,youngstock,0,2023-10-17,None,False
UK752261510607,510607,youngstock,0,2023-10-22,None,False
UK752261510614,510614,youngstock,0,2023-10-23,1,True
UK752261510621,510621,youngstock,0,2023-10-27,1,True
UK752261510628,510628,youngstock,0,2023-10-31,1,True
UK752261510635,510635,youngstock,0,2023-11-01,1,True
UK752261510642,510642,youngstock,0,2023-11-02,None,False
UK752261510656,510656,youngstock,0,2023-11-06,1,True
UK752261510663,510663,youngstock,0,2023-11-08,None,False
UK752261510670,510670,youngstock,0,2023-11-11,1,True
UK752261510677,510677,youngstock,0,2023-11-13,None,False
UK752261510684,510684,youngstock,0,2023-11-17,None,False
UK752261510691,510691,youngstock,0,2023-11-23,None,False
UK752261510698,510698,youngstock,0,2023-11-25,1,True
UK752261510705,510705,youngstock,0,2023-11-29,1,True
UK752261510712,510712,youngstock,0,2023-12-01,1,True
UK752261510719,510719,youngstock,0,2023-12-06,1,True
UK752261510726,510726,youngstock,0,2023-12-09,1,True
UK752261510733,510733,youngstock,0,2023-12-12,1,True
UK752261510740,510740,youngstock,0,2023-12-14,None,False
UK752261510747,510747,youngstock,0,2023-12-17,1,True
UK752261510754,510754,youngstock,0,2023-12-20,1,True
UK752261510761,510761,youngstock,0,2023-12-24,None,False
UK752261510768,510768,youngstock,0,2023-12-27,1,True
UK752261510775,510775,youngstock,0,2023-12-30,1,True
UK752261510782,510782,youngstock,0,2024-01-02,1,True
UK752261510789,510789,youngstock,0,2024-01-05,1,True
UK752261510796,510796,youngstock,0,2024-01-08,1,True
UK752261510901,510901,youngstock,0,2024-01-10,None,False
UK752261510908,510908,youngstock,0,2024-01-12,1,True
UK752261510915,510915,youngstock,0,2024-01-17,None,False
UK752261510922,510922,youngstock,0,2024-01-21,1,True
UK752261510929,510929,youngstock,0,2024-01-26,1,True
UK752261510936,510936,youngstock,0,2024-01-28,1,True
UK752261510943,510943,youngstock,0,2024-01-30,1,True
UK752261510950,510950,youngstock,0,2024-02-04,1,True
UK752261510957,510957,youngstock,0,2024-02-08,None,False
UK752261510964,510964,youngstock,0,2024-02-09,1,True
UK752261510971,510971,youngstock,0,2024-02-13,1,True
UK752261510978,510978,youngstock,0,2024-02-15,None,False
UK752261510985,510985,youngstock,0,2024-02-20,1,True
UK752261510992,510992,youngstock,0,2024-02-22,1,True
UK752261510999,510999,youngstock,0,2024-02-27,None,False
UK752261511006,511006,youngstock,0,2024-03-01,1,True
UK752261511020,511020,youngstock,0,2024-03-15,1,True
UK752261511034,511034,youngstock,0,2024-03-28,None,False
UK752261511041,511041,youngstock,0,2024-03-31,1,True
UK752261511048,511048,youngstock,0,2024-04-05,1,True
UK752261511062,511062,youngstock,0,2024-04-14,1,True
UK752261511069,511069,youngstock,0,2024-04-17,1,True
UK752261511097,511097,youngstock,0,2024-05-01,0,True
UK752261511202,511202,youngstock,0,2024-05-05,1,True
UK752261511209,511209,youngstock,0,2024-05-07,1,True
UK752261511216,511216,youngstock,0,2024-05-09,1,True
UK752261511223,511223,youngstock,0,2024-05-12,1,True
UK752261511230,511230,youngstock,0,2024-05-15,1,True
UK752261511237,511237,youngstock,0,2024-05-20,1,True
UK752261511244,511244,youngstock,0,2024-05-24,1,True
UK752261511258,511258,youngstock,0,2024-06-04,1,True
UK752261511272,511272,youngstock,0,2024-06-14,0,True
UK752261511286,511286,youngstock,0,2024-06-23,0,True
UK752261511300,511300,youngstock,0,2024-07-07,None,False
UK752261511314,511314,youngstock,0,2024-07-13,0,True
UK752261511335,511335,youngstock,0,2024-07-22,0,True
UK752261511342,511342,youngstock,0,2024-07-26,1,True
UK752261511349,511349,youngstock,0,2024-07-30,None,False
UK752261511356,511356,youngstock,0,2024-07-31,0,True
UK752261511363,511363,youngstock,0,2024-08-03,0,True
UK752261511384,511384,youngstock,0,2024-08-11,0,True
UK752261511391,511391,youngstock,0,2024-08-14,0,True
UK752261511398,511398,youngstock,0,2024-08-16,0,True
UK752261511405,511405,youngstock,0,2024-08-20,0,True
UK752261511412,511412,youngstock,0,2024-08-24,0,True
UK752261511419,511419,youngstock,0,2024-08-30,0,True
UK752261511426,511426,youngstock,0,2024-09-02,None,False
UK752261511433,511433,youngstock,0,2024-09-06,None,False
UK752261511440,511440,youngstock,0,2024-09-12,0,True
UK752261511447,511447,youngstock,0,2024-09-16,0,True
UK752261511454,511454,youngstock,0,2024-09-19,0,True
UK752261511461,511461,youngstock,0,2024-09-20,0,True
UK752261511468,511468,youngstock,0,2024-09-25,None,False
UK752261511475,511475,youngstock,0,2024-09-25,0,True
UK752261511482,511482,youngstock,0,2024-09-28,0,True
