etag,cow_id,stock_group,lact,bdat,inventory_lact,in_anchor_inventory
UK752261507674,705,cows,3,2020-08-27,None,False
UK752261507695,256,cows,2,2020-09-11,None,False
UK752261507821,668,cows,2,2020-09-24,None,False
UK752261507835,170,cows,3,2020-10-01,4,True
UK752261507856,131,cows,3,2020-10-13,None,False
UK752261507863,235,cows,3,2020-10-14,None,False
UK752261507877,497,cows,2,2020-10-20,None,False
UK752261507891,113,cows,3,2020-11-02,4,True
UK752261507940,903,cows,3,2020-12-12,4,True
UK752261507947,461,cows,2,2020-12-16,None,False
UK752261507961,242,cows,2,2020-12-25,None,False
UK752261507975,824,cows,2,2021-01-02,None,False
UK752261508010,50,cows,2,2020-11-16,None,False
UK752261508220,348,cows,1,2021-01-24,None,False
UK752261508227,914,cows,2,2021-01-28,None,False
UK752261508241,254,cows,2,2021-02-07,None,False
UK752261508290,649,cows,2,2021-03-18,None,False
UK752261508318,546,cows,2,2021-04-08,None,False
UK752261508339,309,cows,2,2021-04-21,None,False
UK752261508353,567,cows,1,2021-05-06,None,False
UK752261508367,932,cows,2,2021-05-19,None,False
UK752261508374,508374,cows,1,2021-05-22,4,True
UK752261508381,938,cows,2,2021-05-27,None,False
UK752261508521,22,cows,2,2021-06-24,3,True
UK752261508528,257,cows,2,2021-06-28,None,False
UK752261508570,11,cows,2,2021-07-22,3,True
UK752261508591,719,cows,2,2021-08-02,None,False
UK752261508703,733,cows,1,2021-08-10,None,False
UK752261508710,510,cows,2,2021-08-18,None,False
UK752261508738,728,cows,2,2021-09-13,None,False
UK752261508773,790,cows,2,2021-09-30,3,True
UK752261508787,213,cows,2,2021-10-13,3,True
UK752261508801,22931,cows,2,2021-10-23,None,False
UK752261508808,20726,cows,2,2021-10-26,None,False
UK752261508822,786,cows,2,2021-11-07,3,True
UK752261508829,158,cows,2,2021-11-08,None,False
UK752261509032,359,cows,2,2021-12-28,None,False
UK752261509039,505,cows,1,2022-01-03,None,False
UK752261509053,441,cows,1,2022-01-10,None,False
UK752261509067,646,cows,1,2022-01-15,None,False
UK752261509081,540,cows,1,2022-01-21,None,False
UK752261509088,730,cows,2,2022-01-23,None,False
UK752261509340,568,cows,1,2022-02-28,None,False
UK752261509347,21244,cows,1,2022-03-04,None,False
UK752261509361,173,cows,1,2022-03-16,None,False
UK752261509375,868,cows,1,2022-03-27,None,False
UK752261509410,399,cows,1,2022-05-05,2,True
UK752261509424,509424,cows,2,2022-05-19,None,False
UK752261509431,509431,cows,1,2022-05-25,None,False
UK752261509438,624,cows,1,2022-05-30,2,True
UK752261509452,5,cows,1,2022-06-10,None,False
UK752261509459,509459,cows,1,2022-06-23,None,False
UK752261509466,157,cows,1,2022-06-24,2,True
UK752261509473,509473,cows,1,2022-06-28,None,False
UK752261509480,88,cows,1,2022-07-03,None,False
UK752261509487,509487,cows,3,2022-07-06,3,True
UK752261509606,769,cows,1,2022-07-19,2,True
UK752261509620,152,cows,1,2022-07-29,2,True
UK752261509648,488,cows,1,2022-08-16,None,False
UK752261509662,866,cows,1,2022-08-26,None,False
UK752261509676,509676,cows,1,2022-09-02,2,True
UK752261509683,273,cows,1,2022-09-09,None,False
UK752261509697,166,cows,1,2022-09-21,None,False
UK752261509711,427,cows,1,2022-10-05,2,True
UK752261509718,365,cows,1,2022-10-13,2,True
UK752261509725,48,cows,1,2022-10-17,None,False
UK752261509732,260,cows,1,2022-10-23,None,False
UK752261509739,97,cows,1,2022-10-26,2,True
UK752261509746,172,cows,1,2022-10-30,None,False
UK752261509753,354,cows,1,2022-11-02,None,False
UK752261509767,202,cows,1,2022-11-11,None,False
UK752261509774,892,cows,1,2022-11-16,2,True
UK752261509781,935,cows,1,2022-11-18,2,True
UK752261509788,121,cows,1,2022-11-26,2,True
UK752261509795,619,cows,1,2022-11-29,None,False
UK752261509914,215,cows,1,2022-12-09,2,True
UK752261509921,825,cows,1,2022-12-14,None,False
UK752261509928,430,cows,1,2022-12-17,None,False
UK752261509942,20,cows,1,2022-12-23,None,False
UK752261509949,857,cows,1,2022-12-25,None,False
UK752261509956,90,cows,1,2022-12-27,None,False
UK752261509963,306,cows,1,2022-12-30,2,True
UK752261509970,999,cows,1,2023-01-02,None,False
UK752261509991,635,cows,1,2023-01-14,None,False
UK752261509998,2,cows,1,2023-01-21,None,False
UK752261511013,511013,cows,1,2024-03-07,1,True
UK752261511027,511027,cows,1,2024-03-20,1,True
UK752261511055,511055,cows,1,2024-04-10,1,True
UK752261511076,511076,cows,1,2024-04-21,1,True
UK752261511083,511083,cows,1,2024-04-27,1,True
UK752261511090,511090,cows,1,2024-04-30,1,True
UK752261511251,511251,cows,1,2024-05-31,1,True
UK752261511265,511265,cows,1,2024-06-07,1,True
UK752261511279,511279,cows,1,2024-06-19,1,True
UK752261511293,511293,cows,1,2024-07-01,1,True
UK752261511307,511307,cows,1,2024-07-11,1,True
UK752261511321,511321,cows,1,2024-07-17,1,True
UK752261511328,511328,cows,1,2024-07-19,1,True
UK752261511370,511370,cows,1,2024-08-06,1,True
UK752261511377,511377,cows,1,2024-08-07,1,True
UK752261602250,886,cows,8,2015-01-03,8,True
UK752261603104,227,cows,7,2015-12-24,None,False
UK752261604532,161,cows,5,2017-05-18,None,False
UK752261605323,749,cows,5,2018-02-28,None,False
UK752261605344,411,cows,5,2018-03-14,None,False
UK752261605736,275,cows,5,2018-07-15,None,False
UK752261605750,404,cows,4,2018-07-26,None,False
UK752261606359,647,cows,4,2019-02-25,None,False
UK752261606436,902,cows,4,2019-04-17,None,False
UK752261606660,108,cows,4,2019-07-19,None,False
UK752261606681,188,cows,4,2019-08-03,None,False
UK752261606695,666,cows,4,2019-08-12,None,False
UK752261606863,606863,cows,2,2019-10-03,4,True
UK752261606898,498,cows,4,2019-10-27,5,True
UK752261607066,261,cows,3,2019-12-08,None,False
UK752261607290,120,cows,3,2020-03-04,None,False
UK752261607430,689,cows,3,2020-04-06,None,False
UK752261607444,346,cows,3,2020-04-14,None,False
UK752261607640,580,cows,3,2020-08-04,None,False
UK752261607661,362,cows,3,2020-08-16,None,False
UK752261607682,473,cows,3,2020-09-01,None,False
UK752261607689,555,cows,2,2020-09-04,None,False
UK752261607696,293,cows,3,2020-09-12,None,False
UK752261607801,210,cows,3,2020-09-13,None,False
UK752261607808,219,cows,2,2020-09-19,None,False
UK752261607836,321,cows,3,2020-10-02,None,False
UK752261607864,692,cows,1,2020-10-14,None,False
UK752261607871,42,cows,2,2020-10-16,None,False
UK752261607885,912,cows,2,2020-10-26,None,False
UK752261607920,507,cows,2,2020-12-03,None,False
UK752261607990,822,cows,2,2021-01-11,3,True
UK752261607997,541,cows,2,2021-01-12,None,False
UK752261608004,372,cows,2,2020-11-11,None,False
UK752261608249,419,cows,2,2021-02-17,None,False
UK752261608263,377,cows,1,2021-02-27,None,False
UK752261608270,826,cows,2,2021-03-09,None,False
UK752261608312,922,cows,2,2021-04-04,None,False
UK752261608326,608326,cows,1,2021-04-13,3,True
UK752261608333,62,cows,2,2021-04-18,3,True
UK752261608340,608340,cows,2,2021-04-22,3,True
UK752261608347,608347,cows,1,2021-04-28,4,True
UK752261608354,320,cows,1,2021-05-08,None,False
UK752261608368,632,cows,2,2021-05-19,None,False
UK752261608375,695,cows,2,2021-05-23,None,False
UK752261608389,672,cows,2,2021-06-02,None,False
UK752261608508,841,cows,2,2021-06-14,None,False
UK752261608515,744,cows,2,2021-06-21,None,False
UK752261608543,1,cows,2,2021-07-05,3,True
UK752261608550,747,cows,2,2021-07-09,None,False
UK752261608578,764,cows,2,2021-07-28,None,False
UK752261608739,458,cows,2,2021-09-13,None,False
UK752261608746,941,cows,2,2021-09-17,None,False
UK752261608753,252,cows,2,2021-09-19,None,False
UK752261608767,295,cows,2,2021-09-26,None,False
UK752261608795,104,cows,2,2021-10-20,None,False
UK752261608830,531,cows,2,2021-11-09,None,False
UK752261608858,216,cows,2,2021-11-24,3,True
UK752261608872,199,cows,1,2021-12-01,None,False
UK752261608879,318,cows,2,2021-12-04,3,True
UK752261608886,575,cows,1,2021-12-07,None,False
UK752261608900,122,cows,2,2021-12-13,None,False
UK752261609047,743,cows,1,2022-01-07,None,False
UK752261609061,616,cows,1,2022-01-12,None,False
UK752261609096,106,cows,2,2022-01-30,None,False
UK752261609306,345,cows,1,2022-02-02,None,False
UK752261609313,57,cows,1,2022-02-08,None,False
UK752261609376,198,cows,1,2022-03-28,None,False
UK752261609411,502,cows,1,2022-05-05,None,False
UK752261609432,609432,cows,1,2022-05-26,None,False
UK752261609453,29,cows,1,2022-06-15,2,True
UK752261609642,888,cows,1,2022-08-12,None,False
UK752261609656,804,cows,1,2022-08-21,2,True
UK752261609663,323,cows,1,2022-08-26,2,True
UK752261609691,726,cows,1,2022-09-18,None,False
UK752261609698,591,cows,1,2022-09-21,2,True
UK752261609719,285,cows,1,2022-10-14,None,False
UK752261609726,537,cows,1,2022-10-18,2,True
UK752261609733,330,cows,1,2022-10-23,None,False
UK752261609740,467,cows,1,2022-10-26,2,True
UK752261609747,846,cows,1,2022-10-30,None,False
UK752261609754,313,cows,1,2022-11-02,2,True
UK752261609768,774,cows,1,2022-11-11,None,False
UK752261609775,81,cows,1,2022-11-17,2,True
UK752261609782,282,cows,1,2022-11-21,None,False
UK752261609789,171,cows,1,2022-11-26,2,True
UK752261609796,99,cows,1,2022-11-29,2,True
UK752261609922,375,cows,1,2022-12-15,None,False
UK752261609936,489,cows,1,2022-12-19,None,False
UK752261609978,77,cows,1,2023-01-07,None,False
UK752261609985,333,cows,1,2023-01-10,None,False
UK752261609992,265,cows,1,2023-01-14,2,True
UK752261610034,137,cows,1,2023-02-14,2,True
UK752261610314,610314,cows,1,2023-07-26,None,False
UK752261611070,611070,cows,1,2024-04-18,1,True
UK752261611203,611203,cows,1,2024-05-05,1,True
UK752261611210,611210,cows,1,2024-05-07,1,True
UK752261611217,611217,cows,1,2024-05-09,1,True
UK752261611231,611231,cows,1,2024-05-16,1,True
UK752261611238,611238,cows,1,2024-05-21,1,True
UK752261611245,611245,cows,1,2024-05-24,1,True
UK752261611273,611273,cows,1,2024-06-15,1,True
UK752261611280,611280,cows,1,2024-06-20,1,True
UK752261611287,611287,cows,1,2024-06-25,1,True
UK752261611294,611294,cows,1,2024-07-02,1,True
UK752261611301,611301,cows,1,2024-07-07,1,True
UK752261611308,611308,cows,1,2024-07-11,1,True
UK752261611315,611315,cows,1,2024-07-14,1,True
UK752261611322,611322,cows,1,2024-07-17,1,True
UK752261611329,611329,cows,1,2024-07-19,1,True
UK752261611364,611364,cows,1,2024-08-03,1,True
UK752261611378,611378,cows,1,2024-08-09,1,True
UK752261611385,611385,cows,1,2024-08-16,1,True
UK752261611392,611392,cows,1,2024-08-14,1,True
UK752261611399,611399,cows,1,2024-08-16,1,True
UK752261703644,665,cows,7,2016-05-28,None,False
UK752261704659,115,cows,5,2017-08-21,None,False
UK752261704953,657,cows,6,2017-10-31,None,False
UK752261705149,659,cows,6,2018-01-10,None,False
UK752261705513,96,cows,5,2018-04-26,None,False
UK752261705555,371,cows,4,2018-05-22,None,False
UK752261705919,791,cows,4,2018-09-20,None,False
UK752261705954,705954,cows,3,2018-10-20,5,True
UK752261706367,534,cows,4,2019-03-05,None,False
UK752261706430,848,cows,4,2019-04-14,5,True
UK752261706493,789,cows,4,2019-05-28,5,True
UK752261706633,71,cows,4,2019-07-01,None,False
UK752261706654,78,cows,3,2019-07-17,None,False
UK752261706878,338,cows,3,2019-10-12,4,True
UK752261707025,561,cows,3,2019-11-09,None,False
UK752261707207,506,cows,3,2020-01-03,None,False
UK752261707270,503,cows,3,2020-02-15,None,False
UK752261707277,727,cows,2,2020-02-23,None,False
UK752261707410,357,cows,3,2020-03-27,4,True
UK752261707417,690,cows,3,2020-03-31,4,True
UK752261707438,588,cows,3,2020-04-09,None,False
UK752261707459,628,cows,3,2020-04-28,None,False
UK752261707466,4,cows,3,2020-05-08,None,False
UK752261707487,707487,cows,2,2020-06-08,4,True
UK752261707494,350,cows,3,2020-06-17,None,False
UK752261707669,648,cows,3,2020-08-24,4,True
UK752261707683,827,cows,3,2020-09-02,None,False
UK752261707809,148,cows,3,2020-09-19,4,True
UK752261707816,543,cows,3,2020-09-21,None,False
UK752261707823,114,cows,2,2020-09-24,None,False
UK752261707830,311,cows,3,2020-09-29,None,False
UK752261707837,560,cows,3,2020-10-04,None,False
UK752261707844,574,cows,3,2020-10-06,None,False
UK752261707851,460,cows,3,2020-10-09,None,False
UK752261707872,766,cows,3,2020-10-16,None,False
UK752261707900,25,cows,1,2020-11-06,None,False
UK752261707928,363,cows,2,2020-12-06,None,False
UK752261707942,21554,cows,3,2020-12-12,None,False
UK752261707949,107,cows,2,2020-12-16,None,False
UK752261707991,183,cows,1,2021-01-11,None,False
UK752261707998,479,cows,2,2021-01-12,None,False
UK752261708201,187,cows,2,2021-01-13,None,False
UK752261708215,270,cows,1,2021-01-22,None,False
UK752261708250,21805,cows,2,2021-02-18,None,False
UK752261708264,22418,cows,2,2021-03-01,None,False
UK752261708292,434,cows,1,2021-03-18,None,False
UK752261708320,925,cows,2,2021-04-08,None,False
UK752261708341,758,cows,2,2021-04-23,None,False
UK752261708348,885,cows,2,2021-05-02,None,False
UK752261708362,924,cows,2,2021-05-15,None,False
UK752261708397,926,cows,1,2021-06-07,None,False
UK752261708516,933,cows,2,2021-06-22,None,False
UK752261708523,587,cows,2,2021-06-25,3,True
UK752261708530,870,cows,1,2021-06-29,3,True
UK752261708537,466,cows,2,2021-07-02,None,False
UK752261708544,33,cows,2,2021-07-07,None,False
UK752261708551,135,cows,2,2021-07-09,None,False
UK752261708558,324,cows,2,2021-07-16,None,False
UK752261708593,939,cows,2,2021-08-03,3,True
UK752261708726,735,cows,2,2021-09-02,None,False
UK752261708733,24,cows,2,2021-09-08,None,False
UK752261708747,861,cows,2,2021-09-17,None,False
UK752261708754,237,cows,2,2021-09-19,3,True
UK752261708761,222,cows,2,2021-09-23,None,False
UK752261708803,605,cows,2,2021-10-23,None,False
UK752261708810,22189,cows,1,2021-10-27,None,False
UK752261708824,294,cows,2,2021-11-07,3,True
UK752261708845,484,cows,1,2021-11-18,None,False
UK752261708852,244,cows,2,2021-11-21,None,False
UK752261708880,393,cows,2,2021-12-05,3,True
UK752261708887,292,cows,2,2021-12-08,None,False
UK752261709006,687,cows,2,2021-12-16,None,False
UK752261709062,454,cows,1,2022-01-12,None,False
UK752261709097,111,cows,1,2022-01-30,None,False
UK752261709356,105,cows,1,2022-03-14,None,False
UK752261709370,535,cows,1,2022-03-24,None,False
UK752261709377,192,cows,1,2022-03-29,None,False
UK752261709391,788,cows,1,2022-04-14,None,False
UK752261709398,709398,cows,1,2022-04-22,None,False
UK752261709405,818,cows,1,2022-04-29,None,False
UK752261709412,709412,cows,2,2022-05-06,None,False
UK752261709433,709433,cows,1,2022-05-26,None,False
UK752261709447,709447,cows,2,2022-06-07,None,False
UK752261709454,709454,cows,1,2022-06-15,None,False
UK752261709475,709475,cows,2,2022-06-29,2,True
UK752261709482,709482,cows,1,2022-07-03,None,False
UK752261709601,942,cows,1,2022-07-15,None,False
UK752261709615,709615,cows,3,2022-07-24,3,True
UK752261709622,298,cows,1,2022-07-30,None,False
UK752261709629,378,cows,1,2022-08-04,None,False
UK752261709643,712,cows,1,2022-08-13,2,True
UK752261709671,164,cows,1,2022-08-29,None,False
UK752261709678,326,cows,1,2022-09-05,None,False
UK752261709685,245,cows,1,2022-09-09,None,False
UK752261709699,175,cows,1,2022-09-24,None,False
UK752261709706,470,cows,1,2022-09-30,2,True
UK752261709713,145,cows,1,2022-10-06,None,False
UK752261709720,387,cows,1,2022-10-15,None,False
UK752261709727,577,cows,1,2022-10-19,2,True
UK752261709734,109,cows,1,2022-10-24,None,False
UK752261709755,472,cows,1,2022-11-03,2,True
UK752261709762,21291,cows,1,2022-11-08,None,False
UK752261709776,19,cows,1,2022-11-17,None,False
UK752261709783,553,cows,1,2022-11-22,2,True
UK752261709790,162,cows,1,2022-11-27,2,True
UK752261709797,731,cows,1,2022-11-30,None,False
UK752261709902,143,cows,1,2022-12-05,None,False
UK752261709909,54,cows,1,2022-12-08,None,False
UK752261709916,44,cows,1,2022-12-11,None,False
UK752261709923,35,cows,1,2022-12-15,None,False
UK752261709930,679,cows,1,2022-12-17,None,False
UK752261709937,425,cows,1,2022-12-20,None,False
UK752261709944,551,cows,1,2022-12-23,None,False
UK752261709951,74,cows,1,2022-12-26,2,True
UK752261709965,542,cows,1,2022-12-31,2,True
UK752261709972,79,cows,1,2023-01-02,None,False
UK752261709979,554,cows,1,2023-01-07,2,True
UK752261709986,805,cows,1,2023-01-10,None,False
UK752261709993,783,cows,1,2023-01-14,None,False
UK752261710763,710763,cows,1,2023-12-24,1,True
UK752261711015,711015,cows,1,2024-03-09,1,True
UK752261711064,711064,cows,1,2024-04-16,1,True
UK752261711099,711099,cows,1,2024-05-02,1,True
UK752261711211,711211,cows,1,2024-05-07,1,True
UK752261711239,711239,cows,1,2024-05-22,1,True
UK752261711246,711246,cows,1,2024-05-26,1,True
UK752261711253,711253,cows,1,2024-06-01,1,True
UK752261711274,711274,cows,1,2024-06-16,1,True
UK752261711302,711302,cows,1,2024-07-08,1,True
UK752261711309,711309,cows,1,2024-07-11,1,True
UK752261711316,711316,cows,1,2024-07-14,1,True
UK752261711323,711323,cows,1,2024-07-18,1,True
UK752261711330,711330,cows,1,2024-07-20,1,True
UK752261711337,711337,cows,1,2024-07-22,1,True
UK752261711344,711344,cows,1,2024-07-27,1,True
UK752261711351,711351,cows,1,2024-07-30,1,True
UK752261711358,711358,cows,1,2024-08-02,1,True
UK752261711365,711365,cows,1,2024-08-03,1,True
UK753964700008,64,cows,3,2019-10-01,None,False
